省,市,县,县代码,POP_2020_SSP4,POP_2025_SSP4,POP_2030_SSP4,POP_2035_SSP4,POP_2040_SSP4,POP_2045_SSP4,POP_2050_SSP4
北京市,北京市,石景山区,110107.0,876399.0,894102.0,896377.0,889414.0,871155.0,848187.0,817456.0
北京市,北京市,顺义区,110113.0,1033005.0,1035355.0,1027406.0,1009644.0,984754.0,951019.0,907786.0
北京市,北京市,通州区,110112.0,1359808.0,1371939.0,1360574.0,1339896.0,1307952.0,1264515.0,1209811.0
北京市,北京市,西城区,110102.0,1512065.0,1535809.0,1537166.0,1518826.0,1481352.0,1432433.0,1378035.0
北京市,北京市,延庆区,110119.0,366898.0,357739.0,346898.0,334487.0,319636.0,303632.0,286384.0
福建省,福州市,仓山区,350104.0,382281.0,392333.0,395789.0,392530.0,385969.0,376020.0,363618.0
福建省,福州市,福清市,350181.0,1219054.0,1234596.0,1238892.0,1224754.0,1197608.0,1161030.0,1114386.0
福建省,福州市,鼓楼区,350102.0,856013.0,876864.0,879437.0,876542.0,864093.0,838990.0,814683.0
福建省,福州市,晋安区,350111.0,662212.0,684695.0,693968.0,693548.0,684384.0,669919.0,647437.0
福建省,福州市,连江县,350122.0,570106.0,568052.0,560176.0,547806.0,532423.0,513982.0,491394.0
福建省,福州市,罗源县,350123.0,223908.0,223982.0,222201.0,218282.0,212851.0,205435.0,196731.0
福建省,福州市,马尾区,350105.0,275443.0,280156.0,280061.0,277180.0,271425.0,264093.0,254987.0
福建省,福州市,闽侯县,350121.0,685188.0,686536.0,679119.0,666994.0,650016.0,627538.0,600785.0
福建省,福州市,闽清县,350124.0,245486.0,241526.0,235987.0,228634.0,220355.0,211602.0,201380.0
福建省,福州市,平潭县,350128.0,274348.0,270686.0,264347.0,256524.0,246374.0,233885.0,219696.0
福建省,福州市,台江区,350103.0,474615.0,484455.0,492250.0,494630.0,490913.0,481459.0,461728.0
福建省,福州市,永泰县,350125.0,253383.0,247224.0,240062.0,231795.0,222088.0,211239.0,199156.0
福建省,福州市,长乐区,350112.0,656666.0,667070.0,669801.0,664164.0,652425.0,634264.0,612358.0
福建省,龙岩市,连城县,350825.0,235705.0,230875.0,224133.0,216734.0,208055.0,197778.0,187053.0
福建省,龙岩市,上杭县,350823.0,354744.0,346896.0,337542.0,326211.0,313619.0,299589.0,284128.0
福建省,龙岩市,武平县,350824.0,262221.0,254210.0,245591.0,236178.0,225800.0,214506.0,201981.0
福建省,龙岩市,新罗区,350802.0,649253.0,654854.0,651553.0,642061.0,628201.0,612025.0,592851.0
福建省,龙岩市,永定区,350803.0,350929.0,345383.0,338211.0,328632.0,317209.0,303812.0,288997.0
福建省,龙岩市,漳平市,350881.0,227440.0,221124.0,214101.0,205470.0,196888.0,187159.0,177312.0
福建省,龙岩市,长汀县,350821.0,370552.0,360366.0,349643.0,336985.0,322725.0,306592.0,289979.0
福建省,南平市,光泽县,350723.0,122320.0,117410.0,112781.0,107856.0,102064.0,95447.0,88979.0
福建省,南平市,建瓯市,350783.0,421837.0,410024.0,396085.0,381074.0,365711.0,347486.0,327619.0
福建省,南平市,建阳区,350703.0,267806.0,259911.0,250698.0,241145.0,231062.0,218991.0,205940.0
福建省,南平市,浦城县,350722.0,281121.0,271879.0,261901.0,251574.0,240008.0,227227.0,213532.0
福建省,南平市,邵武市,350781.0,266065.0,264344.0,260372.0,255247.0,247979.0,238906.0,228852.0
福建省,南平市,顺昌县,350721.0,175942.0,170012.0,164168.0,157418.0,150926.0,142500.0,134090.0
福建省,南平市,松溪县,350724.0,118003.0,114220.0,109559.0,105669.0,101802.0,97495.0,92894.0
福建省,南平市,武夷山市,350782.0,218849.0,213279.0,206996.0,200383.0,193011.0,183358.0,173245.0
福建省,南平市,延平区,350702.0,447484.0,447350.0,442920.0,433791.0,421379.0,405047.0,388565.0
福建省,南平市,政和县,350725.0,162876.0,159156.0,154511.0,149536.0,144626.0,138739.0,132644.0
福建省,宁德市,福安市,350981.0,544699.0,540719.0,531960.0,519236.0,503993.0,483742.0,461647.0
福建省,宁德市,福鼎市,350982.0,464601.0,457950.0,448115.0,435836.0,419418.0,401242.0,381636.0
福建省,宁德市,古田县,350922.0,308248.0,300594.0,292348.0,282280.0,270618.0,257347.0,243195.0
福建省,宁德市,蕉城区,350902.0,349007.0,354212.0,356498.0,355798.0,349536.0,340336.0,328247.0
福建省,宁德市,屏南县,350923.0,128703.0,125899.0,122503.0,118986.0,115099.0,110398.0,104191.0
福建省,宁德市,寿宁县,350924.0,166431.0,162746.0,158347.0,153254.0,147320.0,140604.0,133131.0
福建省,宁德市,霞浦县,350921.0,389066.0,383751.0,375768.0,366467.0,354527.0,339444.0,322676.0
福建省,宁德市,柘荣县,350926.0,80962.0,79083.0,77022.0,74671.0,71676.0,68213.0,64724.0
福建省,宁德市,周宁县,350925.0,102578.0,100992.0,98608.0,95772.0,92501.0,88281.0,83721.0
福建省,莆田市,城厢区,350302.0,399781.0,401515.0,398456.0,390583.0,378875.0,364038.0,346333.0
福建省,莆田市,涵江区,350303.0,438237.0,441884.0,441103.0,433921.0,423194.0,410151.0,393893.0
福建省,莆田市,荔城区,350304.0,561033.0,570838.0,573933.0,569331.0,559571.0,546015.0,528651.0
福建省,莆田市,仙游县,350322.0,859604.0,861740.0,854320.0,840001.0,816914.0,787002.0,752393.0
福建省,莆田市,秀屿区,350305.0,477829.0,474239.0,466334.0,455646.0,439987.0,420250.0,398525.0
福建省,泉州市,安溪县,350524.0,1052160.0,1047040.0,1031655.0,1009046.0,978266.0,939017.0,892880.0
福建省,泉州市,德化县,350526.0,279328.0,276236.0,270024.0,262628.0,253069.0,240276.0,226624.0
福建省,泉州市,丰泽区,350503.0,526031.0,538316.0,542082.0,540549.0,533658.0,520909.0,502078.0
福建省,泉州市,惠安县,350521.0,937533.0,938765.0,928677.0,911281.0,886251.0,853233.0,811289.0
福建省,泉州市,金门县,350527.0,45812.0,47288.0,48181.0,49044.0,50059.0,51088.0,52127.0
福建省,泉州市,晋江市,350582.0,1965201.0,2009959.0,2023549.0,2012342.0,1978784.0,1927661.0,1864575.0
福建省,泉州市,鲤城区,350502.0,460518.0,467399.0,468814.0,465903.0,457514.0,447315.0,435811.0
福建省,泉州市,洛江区,350504.0,180316.0,179923.0,177374.0,173691.0,168414.0,161579.0,152696.0
福建省,泉州市,南安市,350583.0,1497678.0,1491821.0,1472397.0,1441388.0,1396084.0,1338265.0,1267461.0
福建省,泉州市,泉港区,350505.0,271506.0,271404.0,267821.0,262921.0,255397.0,245945.0,234770.0
福建省,泉州市,石狮市,350581.0,621511.0,634903.0,636345.0,633058.0,622201.0,607590.0,586499.0
福建省,泉州市,永春县,350525.0,480398.0,477195.0,468914.0,458596.0,445180.0,427979.0,406398.0
福建省,三明市,大田县,350425.0,299660.0,293434.0,286155.0,278124.0,268059.0,257521.0,242529.0
福建省,三明市,建宁县,350430.0,110490.0,105989.0,101308.0,96910.0,92213.0,86958.0,80922.0
福建省,三明市,将乐县,350428.0,139561.0,135001.0,130024.0,124905.0,119607.0,113341.0,106658.0
福建省,三明市,明溪县,350421.0,93738.0,90131.0,86601.0,82858.0,78745.0,73999.0,68712.0
福建省,三明市,宁化县,350424.0,258639.0,249524.0,239526.0,226912.0,215643.0,203345.0,190696.0
福建省,三明市,清流县,350423.0,123460.0,118457.0,112843.0,107138.0,101755.0,95647.0,89363.0
福建省,三明市,三元区,350403.0,377157.0,377405.0,373930.0,365564.0,355938.0,344338.0,331744.0
福建省,三明市,沙县区,350427.0,218075.0,214428.0,209464.0,203479.0,195514.0,186391.0,176720.0
福建省,三明市,泰宁县,350429.0,102697.0,99246.0,95124.0,91097.0,87138.0,82708.0,78065.0
福建省,三明市,永安市,350481.0,335430.0,329027.0,319952.0,308342.0,296231.0,283265.0,269402.0
福建省,三明市,尤溪县,350426.0,332567.0,322364.0,311376.0,300143.0,287251.0,273019.0,257244.0
福建省,厦门市,海沧区,350205.0,387691.0,401005.0,407791.0,409606.0,406728.0,399960.0,389700.0
福建省,厦门市,湖里区,350206.0,677244.0,688731.0,692670.0,685774.0,664539.0,644082.0,626344.0
福建省,厦门市,集美区,350211.0,554226.0,571512.0,575172.0,571118.0,562541.0,548791.0,528448.0
福建省,厦门市,思明区,350203.0,850793.0,833047.0,810555.0,775764.0,740827.0,717586.0,699259.0
福建省,厦门市,同安区,350212.0,654299.0,664530.0,663394.0,657375.0,643916.0,625021.0,598516.0
福建省,厦门市,翔安区,350213.0,413805.0,414166.0,411008.0,405178.0,394648.0,381505.0,366741.0
福建省,漳州市,东山县,350626.0,238544.0,235005.0,230338.0,223898.0,216658.0,207998.0,198089.0
福建省,漳州市,华安县,350629.0,149969.0,146374.0,142649.0,137189.0,131474.0,125458.0,119161.0
福建省,漳州市,龙海区,350681.0,822336.0,823492.0,815554.0,800656.0,778716.0,751758.0,717773.0
福建省,漳州市,龙文区,350603.0,86808.0,86897.0,86159.0,84653.0,82064.0,78842.0,74829.0
福建省,漳州市,南靖县,350627.0,329306.0,321877.0,313368.0,303240.0,291396.0,277407.0,261487.0
福建省,漳州市,平和县,350628.0,505457.0,497994.0,487337.0,473645.0,457129.0,436891.0,413739.0
福建省,漳州市,芗城区,350602.0,651802.0,673478.0,673390.0,666538.0,653179.0,635565.0,614197.0
福建省,漳州市,云霄县,350622.0,422819.0,417474.0,409273.0,399628.0,385645.0,369412.0,350364.0
福建省,漳州市,漳浦县,350623.0,876391.0,860218.0,839181.0,815806.0,786414.0,753430.0,714399.0
福建省,漳州市,长泰区,350625.0,202948.0,198421.0,192843.0,186040.0,177635.0,168073.0,156625.0
福建省,漳州市,诏安县,350624.0,610110.0,604820.0,593982.0,579546.0,560117.0,537115.0,510595.0
甘肃省,白银市,白银区,620402.0,329092.0,338642.0,342136.0,342631.0,340157.0,334513.0,324668.0
甘肃省,白银市,会宁县,620422.0,504347.0,483851.0,465230.0,446039.0,427169.0,406135.0,384151.0
甘肃省,白银市,景泰县,620423.0,220514.0,219004.0,216448.0,212281.0,207163.0,200862.0,192949.0
甘肃省,白银市,靖远县,620421.0,436562.0,431281.0,422180.0,412331.0,400080.0,385054.0,368750.0
甘肃省,白银市,平川区,620403.0,179342.0,176997.0,173157.0,169235.0,164446.0,158489.0,151714.0
甘肃省,定西市,安定区,621102.0,404198.0,396784.0,387929.0,377720.0,366580.0,352037.0,337173.0
甘肃省,定西市,临洮县,621124.0,479442.0,479636.0,473914.0,465308.0,452696.0,438131.0,421983.0
甘肃省,定西市,陇西县,621122.0,430778.0,423273.0,415322.0,406139.0,393755.0,379718.0,363986.0
甘肃省,定西市,岷县,621126.0,418362.0,406018.0,394040.0,383675.0,370979.0,357614.0,341318.0
甘肃省,定西市,通渭县,621121.0,340968.0,334870.0,327901.0,318610.0,307819.0,295384.0,282076.0
甘肃省,定西市,渭源县,621123.0,308718.0,303944.0,298234.0,290762.0,282156.0,271846.0,260827.0
甘肃省,定西市,漳县,621125.0,182931.0,175678.0,169372.0,163661.0,156757.0,149590.0,141884.0
甘肃省,甘南藏族自治州,迭部县,623024.0,45935.0,42673.0,40148.0,37768.0,35834.0,33267.0,30098.0
甘肃省,甘南藏族自治州,合作市,623001.0,91954.0,92423.0,91800.0,90356.0,88175.0,85137.0,81266.0
甘肃省,甘南藏族自治州,临潭县,623021.0,138619.0,136745.0,133530.0,129979.0,125486.0,120315.0,114966.0
甘肃省,甘南藏族自治州,碌曲县,623026.0,32990.0,32045.0,30919.0,29639.0,28553.0,27181.0,25140.0
甘肃省,甘南藏族自治州,玛曲县,623025.0,55970.0,53772.0,54095.0,51344.0,51208.0,47716.0,46225.0
甘肃省,甘南藏族自治州,夏河县,623027.0,84826.0,81874.0,79620.0,76543.0,74116.0,70416.0,65905.0
甘肃省,甘南藏族自治州,舟曲县,623023.0,127699.0,117332.0,108614.0,101734.0,94845.0,87682.0,80304.0
甘肃省,甘南藏族自治州,卓尼县,623022.0,100498.0,96882.0,93467.0,89576.0,86180.0,81484.0,76080.0
甘肃省,嘉峪关市,嘉峪关市,620200.0,259894.0,268103.0,271745.0,273007.0,271329.0,267466.0,260865.0
甘肃省,金昌市,金川区,620302.0,227366.0,225238.0,221530.0,217976.0,212910.0,206565.0,198540.0
甘肃省,金昌市,永昌县,620321.0,217926.0,208050.0,198581.0,190097.0,182434.0,174784.0,166208.0
甘肃省,酒泉市,阿克塞哈萨克族自治县,620924.0,32808.0,31763.0,32090.0,31263.0,31205.0,30582.0,29954.0
甘肃省,酒泉市,敦煌市,620982.0,181259.0,171290.0,162417.0,157622.0,150927.0,144996.0,138570.0
甘肃省,酒泉市,瓜州县,620922.0,139948.0,133774.0,128957.0,125092.0,121419.0,118058.0,114246.0
甘肃省,酒泉市,金塔县,620921.0,151599.0,154421.0,155453.0,154885.0,152813.0,149811.0,145995.0
甘肃省,酒泉市,肃北蒙古族自治县,620923.0,12115.0,11323.0,11209.0,10526.0,10301.0,9690.0,9203.0
甘肃省,酒泉市,肃州区,620902.0,468222.0,479238.0,483097.0,481168.0,474732.0,464785.0,452418.0
甘肃省,酒泉市,玉门市,620981.0,156147.0,156116.0,155767.0,153362.0,150817.0,146749.0,142873.0
甘肃省,兰州市,安宁区,620105.0,313669.0,326492.0,332451.0,333308.0,329084.0,322382.0,312619.0
甘肃省,兰州市,城关区,620102.0,1040681.0,1076052.0,1087716.0,1084238.0,1069177.0,1045193.0,1016918.0
甘肃省,兰州市,皋兰县,620122.0,183696.0,187375.0,188195.0,186282.0,182028.0,176668.0,170938.0
甘肃省,兰州市,红古区,620111.0,106244.0,109764.0,111958.0,112748.0,111934.0,109745.0,106592.0
甘肃省,兰州市,七里河区,620103.0,968825.0,998836.0,1010182.0,1005049.0,991177.0,970730.0,945781.0
